,dia1,dia2,radius1,radius2,radius3,radius4,radius5,distance1,distance2,distance3,distance4,distance5,distance6,distance7,distance8,distance9,judgement
203,10.87,9.33,25.15,31.01,30.78,6.14,20.58,66.51,21.75,34.75,100.46,125.93,181.51,39.29,15.43,21.69,0
204,9.99,9.99,24.84,30.81,29.86,6.0,19.85,66.34,21.7,36.21,99.72,125.22,180.15,38.14,14.82,21.73,1
205,8.93,10.67,24.76,30.62,31.09,6.5,20.93,65.36,22.8,35.58,100.28,125.98,179.91,37.06,14.85,22.02,1
206,10.07,10.0,24.98,31.2,30.04,5.99,19.88,66.48,22.15,35.91,99.96,125.23,179.99,38.29,14.93,22.21,1
207,10.67,10.3,25.81,32.32,30.53,7.26,21.72,64.15,23.37,37.77,101.14,126.31,181.47,39.61,15.38,22.36,0
208,9.34,8.48,23.76,30.62,28.89,5.88,19.16,64.77,21.17,34.29,98.01,124.27,178.7,37.63,13.64,20.27,0
209,10.07,10.05,25.04,31.04,30.06,6.0,19.82,66.54,21.73,35.86,100.33,125.14,179.26,37.74,14.73,21.72,1
210,10.94,9.41,24.29,31.64,30.97,6.28,20.42,64.87,23.14,34.91,101.23,125.91,180.76,36.81,15.16,22.56,0
211,9.72,9.65,23.05,29.4,28.59,4.87,19.54,64.08,21.6,35.54,98.81,123.41,179.17,37.02,13.19,20.97,0
212,9.99,10.07,25.14,31.09,29.95,5.97,20.0,66.47,21.91,35.88,100.24,124.86,179.71,38.24,15.24,21.8,1
213,9.93,9.95,24.97,30.91,30.0,5.98,20.07,65.77,22.03,35.8,99.97,124.65,180.67,38.08,15.15,21.82,1
214,8.63,8.94,24.42,30.72,28.7,5.28,19.21,64.23,21.4,34.63,98.82,123.64,179.08,37.26,14.32,21.16,0
215,9.92,9.93,24.9,31.17,30.19,5.95,19.97,65.84,22.23,36.25,99.76,125.08,180.66,38.06,14.83,21.88,1
216,10.05,9.93,24.98,30.94,30.1,6.07,20.0,65.96,21.78,36.04,100.4,124.64,180.51,38.06,14.8,22.29,1
217,10.07,10.09,25.15,30.93,30.16,5.97,19.89,66.03,22.16,36.0,99.83,125.24,180.27,38.14,14.9,22.14,1
218,10.63,11.24,26.22,31.8,30.64,6.24,21.7,65.51,23.05,37.69,101.7,126.44,181.5,40.16,16.6,23.23,0
219,8.22,8.87,24.26,30.21,28.19,4.52,19.01,65.32,21.5,34.62,98.75,124.07,178.1,36.64,13.54,20.43,0
220,8.32,8.08,24.59,29.81,29.62,4.71,19.71,64.14,20.56,34.21,98.08,123.09,178.7,36.35,14.52,20.7,0
221,10.05,9.96,25.07,30.98,29.83,6.02,19.84,65.99,21.71,36.11,100.12,124.53,180.57,37.75,14.91,22.17,1
222,10.02,10.06,24.97,31.19,30.11,6.06,19.98,66.51,22.27,35.98,99.89,125.19,179.32,37.75,15.24,22.14,1
223,9.91,9.94,25.19,31.14,29.83,5.92,19.93,66.33,21.94,35.84,100.12,124.58,180.06,38.17,15.23,22.27,1
224,8.49,8.46,23.36,30.04,28.67,4.17,18.95,65.54,20.58,34.44,98.16,124.17,178.46,37.32,14.52,20.25,0
225,10.82,10.68,26.49,31.44,31.4,6.31,21.79,64.78,23.78,37.15,101.38,126.9,180.99,40.44,15.7,23.55,0
226,9.35,10.19,25.22,30.02,29.14,6.69,20.51,66.66,23.01,34.77,98.81,125.99,181.64,37.35,15.74,22.45,1
227,8.6,8.99,24.04,31.29,29.23,7.04,18.88,67.02,20.74,36.34,100.31,124.94,181.43,37.88,16.25,20.9,1
228,11.26,10.69,25.52,32.72,31.04,7.09,20.4,64.85,22.3,36.57,101.68,126.4,181.78,40.52,15.37,22.53,0
229,9.98,10.05,25.03,30.91,30.2,6.03,20.01,65.85,21.85,35.91,99.59,125.18,179.63,37.83,14.9,21.95,1
230,8.59,8.61,23.31,30.09,28.6,4.66,19.04,64.33,21.51,35.44,98.09,123.7,178.38,36.07,13.28,20.13,0
231,10.18,10.76,25.54,31.04,29.84,5.3,19.67,64.79,23.16,36.33,99.16,125.03,181.21,38.01,14.31,21.87,1
232,10.0,9.93,24.86,30.88,30.09,5.96,19.99,65.97,22.29,35.71,99.81,124.68,180.0,37.97,14.88,21.89,1
233,8.22,8.95,24.51,30.54,28.62,5.86,18.56,64.57,20.99,34.6,98.05,123.58,178.7,37.68,13.76,20.43,0
234,10.01,10.0,25.04,30.93,29.82,5.94,20.19,66.47,22.3,36.02,100.2,124.89,179.59,37.95,15.2,22.17,1
235,9.91,10.0,25.16,30.89,30.08,6.04,20.03,66.2,21.74,36.25,99.91,124.89,180.55,38.25,15.15,22.19,1
236,10.35,10.28,25.56,32.85,30.61,7.16,21.36,65.52,23.45,36.39,101.99,126.31,181.86,38.81,16.63,23.75,0
237,9.99,10.06,25.12,30.88,29.95,5.97,20.08,66.08,22.3,36.08,99.94,125.19,180.62,37.99,15.22,22.13,1
238,10.0,10.0,25.01,31.01,29.88,6.0,20.18,66.62,21.97,35.86,99.81,125.34,179.49,38.2,14.87,22.23,1
239,9.96,9.91,24.84,31.13,30.01,5.94,20.14,65.86,21.74,35.73,100.36,125.14,180.09,38.11,14.99,22.19,1
240,10.02,10.09,25.06,31.09,29.98,6.08,19.84,66.31,22.03,36.27,100.38,125.17,180.53,38.19,14.91,22.11,1
241,9.94,10.0,25.09,30.96,30.06,5.98,19.84,65.82,22.23,36.26,99.55,125.44,180.77,38.21,15.02,21.82,1
242,9.61,10.2,25.31,31.96,31.15,7.09,19.24,65.58,23.17,35.12,100.39,125.39,178.95,39.0,14.5,22.79,1
243,10.01,10.09,25.1,31.07,29.94,6.08,20.01,66.07,21.96,36.14,100.11,124.7,179.32,38.14,15.19,21.98,1
244,9.96,9.98,24.9,31.02,29.91,6.0,19.97,66.2,22.2,36.06,99.93,124.94,179.35,38.28,14.76,22.13,1
245,10.1,9.95,25.06,31.07,30.01,5.92,19.83,66.22,21.98,35.77,99.95,124.65,180.56,38.29,15.09,22.01,1
246,10.13,10.35,26.41,32.51,31.16,6.58,21.5,65.06,22.44,37.15,100.88,126.03,181.56,39.89,15.77,23.06,0
247,9.91,9.95,24.85,30.81,29.87,6.08,19.81,65.93,22.25,36.29,100.31,124.53,180.07,37.76,15.07,22.28,1
248,10.04,9.9,25.19,30.93,30.15,5.98,20.12,65.78,22.04,36.26,99.51,124.99,180.18,37.91,14.98,21.72,1
249,9.94,10.09,24.93,30.81,30.15,5.96,19.93,65.76,22.07,35.96,100.41,125.26,180.26,38.29,15.23,21.78,1
250,9.96,9.97,25.12,30.81,30.0,6.05,20.2,65.92,21.83,35.94,99.97,125.09,179.45,37.98,14.83,21.99,1
251,8.98,9.76,23.42,30.38,29.59,5.21,18.37,64.03,20.75,34.92,99.45,124.31,178.27,37.64,14.05,20.04,0
252,10.91,10.3,26.94,32.65,30.75,6.84,20.68,64.28,23.0,36.8,101.25,126.04,181.32,38.92,15.46,22.55,0
253,10.93,10.41,26.69,32.06,30.67,6.55,21.91,65.13,22.49,37.94,101.28,126.29,180.9,38.77,16.41,23.45,0
254,8.29,8.56,24.08,29.43,28.12,4.78,19.32,64.26,20.33,34.76,98.86,123.16,178.7,36.14,14.27,21.53,0
255,8.61,8.35,24.06,29.63,29.41,5.31,18.5,65.36,21.1,35.08,99.2,124.08,178.27,36.51,13.89,20.04,0
256,9.96,10.07,24.91,31.19,30.07,6.03,19.92,66.5,21.97,35.97,99.54,125.43,179.42,38.09,15.14,21.92,1
257,9.7,8.95,25.21,31.71,29.6,6.82,19.89,65.72,21.46,34.98,100.38,124.96,179.87,38.51,14.33,22.98,1
258,10.03,9.93,24.98,31.0,29.83,5.92,20.02,65.64,21.92,36.23,99.92,125.06,180.71,37.97,14.97,21.83,1
259,9.93,9.98,25.19,30.88,30.04,6.07,20.1,66.06,22.17,35.72,100.24,124.8,179.81,37.86,15.01,21.94,1
260,10.04,10.03,25.0,30.9,29.91,6.05,20.18,65.71,22.04,36.21,99.6,125.4,179.33,38.3,14.77,22.19,1
261,10.0,9.92,25.02,30.96,29.96,6.04,19.85,66.6,21.95,36.02,100.11,124.81,180.74,37.95,14.75,22.1,1
262,9.64,10.47,25.44,30.48,30.01,6.04,21.15,65.5,21.76,35.4,99.71,126.07,180.6,38.06,13.97,21.59,1
263,9.91,9.93,24.97,30.85,29.91,5.94,20.07,65.7,22.24,36.29,99.54,125.44,180.26,38.17,14.93,21.97,1
264,9.94,10.01,25.17,31.13,29.91,6.07,20.03,65.71,21.72,35.82,99.52,125.05,180.08,38.08,14.98,21.9,1
265,9.96,9.98,24.84,31.02,30.15,6.06,20.07,66.27,22.19,36.07,100.19,125.44,179.28,37.93,15.22,21.89,1
266,10.16,10.29,26.71,31.46,31.42,7.03,20.49,65.31,22.57,37.61,101.8,126.17,181.33,39.29,16.2,22.38,0
267,9.95,10.07,25.05,30.87,30.13,6.03,19.84,65.95,21.83,35.88,100.16,124.51,179.7,37.98,15.19,21.85,1
268,10.04,9.94,25.01,31.17,30.03,5.93,19.81,66.44,21.9,35.98,100.08,124.86,179.58,37.74,15.15,22.17,1
269,9.92,9.92,24.91,30.95,29.89,6.07,19.85,65.92,21.9,35.99,100.15,124.91,180.59,38.07,14.81,22.18,1
270,10.09,10.03,24.87,30.86,30.05,6.0,19.86,65.76,22.29,36.26,99.97,124.77,180.38,37.88,14.97,21.73,1
271,10.07,10.05,25.02,30.93,29.8,5.95,20.18,66.24,22.08,35.88,99.98,124.88,179.44,37.99,14.9,22.15,1
272,9.17,10.92,25.94,31.34,29.19,6.47,19.43,64.96,21.13,36.17,99.56,124.23,181.68,38.04,14.86,20.82,1
273,8.53,8.59,24.8,29.57,29.77,5.54,18.68,64.32,21.68,34.28,98.83,124.35,178.06,36.65,14.49,20.53,0
274,10.04,10.03,25.01,31.19,29.83,5.93,19.99,66.46,21.94,35.8,99.57,124.51,180.29,37.75,14.99,22.21,1
275,10.18,10.05,25.7,30.2,30.67,6.46,19.09,65.03,20.96,36.85,98.86,124.28,180.19,37.85,15.31,22.23,0
276,10.0,9.95,25.06,30.9,30.09,5.97,20.06,66.16,21.97,35.7,100.45,124.85,179.35,37.87,15.26,21.88,1
277,9.96,9.98,25.0,30.87,30.17,6.0,19.94,65.97,22.06,35.87,100.12,125.49,179.38,38.2,15.02,21.99,1
278,10.02,9.98,24.8,31.04,30.03,6.04,20.07,66.14,22.08,36.19,100.2,124.52,179.75,37.8,15.06,22.25,1
279,10.07,10.03,24.84,31.15,30.01,6.07,20.19,65.89,22.2,35.79,99.75,124.96,180.41,38.17,14.73,21.88,1
280,10.09,9.92,24.8,31.11,30.16,6.06,19.9,65.64,21.71,36.26,100.32,125.5,179.25,37.84,14.81,22.02,1
281,9.97,10.09,25.09,30.96,30.18,6.09,19.84,66.44,21.95,36.13,99.58,124.59,179.31,37.96,14.9,22.07,1
282,9.99,9.99,25.07,31.12,29.82,6.07,20.06,66.58,22.23,36.06,100.38,125.31,179.56,37.89,14.92,21.88,1
283,9.94,9.93,24.82,31.14,30.03,5.99,19.84,65.93,22.12,35.86,99.98,125.45,179.68,37.93,14.79,22.24,1
284,9.96,10.08,25.17,30.91,29.99,6.01,20.07,65.96,22.02,35.83,99.99,125.06,179.26,38.06,14.76,22.02,1
285,10.04,10.01,24.99,30.81,30.03,5.92,19.93,66.22,22.01,35.94,100.25,124.71,180.22,38.21,15.23,22.2,1
286,10.5,10.73,25.89,31.59,29.14,5.42,19.79,66.18,21.96,36.84,100.76,124.61,178.79,37.61,14.68,21.65,1
287,10.03,9.93,24.85,31.06,30.11,5.94,20.11,66.02,22.17,35.92,99.74,124.61,180.17,38.26,15.13,21.78,1
288,9.94,10.01,25.13,31.08,30.16,6.1,19.82,66.16,22.04,36.0,100.39,125.43,179.38,38.12,14.73,22.06,1
289,10.4,10.96,25.95,31.25,29.7,6.81,20.61,65.23,23.06,35.47,101.16,124.83,179.94,38.54,16.11,21.52,0
290,9.95,10.03,25.06,31.11,29.98,6.08,20.08,66.25,22.12,36.2,100.3,125.36,179.91,37.7,15.27,21.99,1
291,9.94,10.02,25.0,31.17,29.97,6.04,19.99,65.73,22.12,35.96,100.46,124.87,180.18,38.1,15.11,21.84,1
292,10.93,10.32,25.55,32.62,30.4,7.43,20.67,65.01,23.47,37.47,101.66,126.64,181.13,39.53,15.33,22.7,0
293,9.99,9.46,25.24,31.66,29.15,5.19,19.75,65.89,21.44,34.91,101.39,124.49,178.9,37.28,15.35,22.59,0
294,10.17,8.56,24.28,31.87,29.63,5.27,19.81,64.97,21.82,36.02,98.78,124.5,179.68,37.59,15.21,21.24,0
295,10.02,10.0,24.86,31.02,30.17,5.98,19.94,66.49,22.12,36.21,100.37,125.05,180.23,38.26,15.1,21.8,1
296,9.96,10.05,24.95,30.86,29.87,6.0,19.94,66.23,21.75,36.12,99.6,124.63,180.26,38.07,14.97,21.95,1
297,10.97,11.27,26.55,31.56,30.85,6.71,21.54,64.67,23.01,37.1,101.63,126.01,181.06,38.87,16.92,23.27,0
298,9.99,10.03,24.97,30.84,30.0,6.05,19.94,65.84,22.16,36.29,99.98,125.33,179.56,38.12,14.88,22.1,1
299,9.82,10.54,25.49,30.78,28.82,4.93,18.85,66.12,22.83,34.89,99.21,125.34,178.56,36.72,16.14,22.43,0
300,10.02,9.99,25.07,31.02,30.01,5.96,19.88,66.18,21.9,36.03,100.14,124.76,179.37,37.75,15.28,21.92,1
301,9.61,8.83,24.81,32.22,30.63,5.5,19.34,66.37,20.79,35.56,99.67,125.21,180.81,38.28,16.19,22.25,1
302,9.93,10.07,25.2,31.03,29.87,5.93,19.9,65.64,21.72,35.86,99.87,125.36,180.51,37.88,15.21,21.89,1
303,9.98,9.99,25.18,30.89,29.9,5.91,20.13,66.5,21.77,36.12,99.87,124.95,179.99,37.89,14.83,21.92,1
304,10.09,9.96,24.92,31.12,30.04,6.02,20.13,66.42,21.84,35.86,99.63,124.66,180.01,37.92,15.03,22.17,1
305,10.02,10.06,24.89,31.18,30.06,5.98,19.98,66.58,22.01,36.05,99.76,124.77,179.58,37.79,14.97,22.03,1
306,10.07,9.98,24.91,31.03,30.08,6.08,19.92,66.22,22.16,35.93,100.08,124.68,179.26,37.73,15.23,22.1,1
307,10.6,11.16,26.19,32.58,30.26,7.23,22.12,65.35,23.43,37.77,101.18,126.81,181.24,39.31,16.91,22.57,0
308,10.0,10.1,25.16,30.99,30.17,6.02,20.08,65.8,21.72,36.17,100.26,125.04,180.68,38.1,14.77,21.81,1
309,10.0,10.03,25.07,30.99,29.84,6.04,20.14,66.27,21.82,36.09,100.36,124.73,180.28,37.77,15.13,22.17,1
310,9.49,8.85,25.03,30.18,31.02,4.93,19.11,66.9,23.09,36.6,101.37,124.57,179.0,38.75,15.38,22.45,0
311,9.25,9.46,25.14,29.9,30.4,5.88,20.42,64.74,21.95,36.61,100.05,126.14,179.79,37.13,14.94,22.96,0
312,10.07,10.04,24.97,31.17,29.87,5.96,19.84,65.68,22.01,35.72,100.47,124.71,180.15,37.86,15.06,22.24,1
313,9.93,9.98,25.09,31.15,29.93,6.09,19.81,65.77,21.7,36.04,99.82,125.39,179.48,37.75,14.8,22.21,1
314,10.02,9.9,25.13,30.94,30.09,5.91,20.09,65.89,21.73,35.88,100.47,124.88,180.1,38.13,14.89,21.72,1
315,9.97,10.03,24.95,30.91,30.02,5.98,19.98,66.33,22.16,35.93,99.91,124.92,179.42,37.81,15.26,22.07,1
316,8.66,10.04,24.67,30.62,30.12,6.48,21.2,65.83,21.3,35.04,99.36,124.12,181.28,37.57,15.0,23.13,0
317,10.09,10.02,25.18,30.93,30.0,6.01,19.96,65.87,22.27,36.03,100.25,125.08,180.49,37.9,14.87,22.22,1
318,10.07,10.09,24.99,30.84,29.81,5.91,20.17,66.02,21.84,35.88,99.59,125.3,179.31,37.73,14.93,21.93,1
319,10.01,9.99,25.2,31.07,29.92,6.07,20.11,66.58,21.95,36.08,99.98,125.44,180.62,38.21,14.97,21.95,1
320,9.93,10.01,25.14,31.13,30.13,6.02,19.93,66.52,22.24,36.0,99.64,124.59,179.83,38.28,14.82,22.18,1
321,8.59,9.73,23.25,30.62,28.65,4.58,18.84,64.12,21.17,35.48,99.37,124.32,178.85,37.15,13.99,20.01,0
322,10.09,9.95,24.91,30.99,30.01,5.98,19.87,65.82,22.03,35.98,99.85,125.16,179.9,37.75,15.06,22.14,1
323,8.79,10.89,24.94,30.14,29.58,6.16,19.1,66.68,22.71,35.4,100.36,125.0,180.84,37.13,16.16,21.27,1
324,10.05,10.03,24.91,31.16,30.19,5.94,19.97,65.74,21.81,35.85,99.83,125.21,179.62,37.96,14.85,21.94,1
325,10.07,9.9,25.07,31.01,29.81,5.98,20.2,66.13,21.81,36.11,100.21,124.82,180.45,37.99,14.79,21.92,1
326,10.07,9.9,25.07,31.09,29.96,5.97,20.01,66.05,22.07,35.76,99.73,125.49,179.65,37.84,15.13,21.76,1
327,10.03,10.06,25.04,31.19,29.99,6.03,19.82,66.36,22.12,35.75,99.59,125.13,179.31,38.04,15.25,22.18,1
328,10.01,9.96,24.87,30.93,29.98,5.97,19.84,66.41,21.77,35.89,99.53,125.3,179.73,38.26,14.85,21.86,1
329,8.39,9.08,24.38,30.73,28.91,5.84,19.36,65.39,21.18,34.17,98.91,123.49,178.38,37.09,14.39,20.85,0
330,11.02,10.14,26.52,31.47,30.56,6.63,22.41,64.44,23.15,36.81,100.94,126.0,181.2,40.19,16.06,22.34,0
331,10.81,9.42,25.39,30.45,30.67,6.66,20.63,66.33,21.11,36.95,100.61,125.98,178.72,38.92,15.63,22.14,0
332,9.96,10.05,25.19,31.15,30.01,5.92,19.97,65.92,21.78,36.25,99.81,124.73,179.75,37.83,14.8,21.75,1
333,9.9,9.98,25.13,30.83,30.14,6.03,20.16,66.26,22.23,35.8,99.94,125.43,180.17,38.26,15.19,21.89,1
334,10.31,9.63,24.35,30.59,30.79,5.7,18.84,66.16,22.86,36.46,100.79,124.64,180.27,36.83,13.85,22.2,0
335,9.96,9.94,25.13,31.05,29.87,5.92,20.19,65.72,21.91,36.21,99.73,124.59,179.52,37.97,15.09,22.16,1
336,10.0,10.09,24.99,31.12,29.97,6.04,20.07,66.59,21.76,35.86,100.03,125.41,179.64,38.19,15.03,21.91,1
337,9.96,9.99,24.92,31.18,30.09,6.06,20.19,66.2,22.08,36.06,100.4,124.55,179.7,37.82,15.01,22.18,1
338,9.94,9.99,24.95,31.0,29.92,5.97,20.04,65.78,21.95,35.87,100.48,125.25,179.42,37.91,14.73,21.95,1
339,9.93,9.93,25.15,30.83,29.82,5.95,20.07,66.28,21.75,36.2,100.21,124.54,180.58,38.11,14.81,21.92,1
340,9.99,10.01,24.95,31.16,29.99,5.96,20.18,66.11,21.79,35.78,100.21,124.86,179.9,38.26,14.77,22.11,1
341,9.96,10.08,25.09,30.87,30.03,6.0,20.1,65.81,22.04,35.78,99.89,124.98,179.43,38.2,15.28,22.09,1
342,8.71,10.88,25.87,32.0,30.39,5.01,18.98,64.65,22.0,35.33,100.43,125.78,178.85,37.13,14.95,23.29,1
343,9.66,9.4,25.38,31.56,28.8,7.04,20.08,65.49,22.27,36.33,99.55,126.08,181.03,36.72,14.36,22.25,0
344,9.58,8.3,23.67,29.41,28.98,4.94,19.62,64.7,21.2,35.24,98.12,124.32,178.19,36.17,14.6,20.13,0
345,10.97,9.41,25.67,31.13,30.76,5.69,21.11,65.97,23.02,36.71,98.72,124.26,178.35,37.23,14.7,22.6,1
346,10.91,10.75,26.78,32.03,30.98,7.4,20.71,65.13,22.43,37.14,101.99,126.96,181.9,38.93,16.0,22.87,0
347,9.08,8.79,24.29,30.62,28.0,4.93,19.71,64.38,20.24,34.73,99.27,123.74,179.01,37.18,14.69,20.51,0
348,9.92,9.99,25.15,30.86,29.98,6.09,19.82,66.2,22.16,36.06,100.37,124.52,179.77,38.21,15.06,21.87,1
349,10.02,9.93,24.89,30.94,30.02,5.96,19.82,66.11,22.28,36.13,100.21,125.23,180.71,38.17,14.77,21.9,1
350,10.11,10.79,26.76,31.72,30.58,7.34,20.81,64.02,23.43,36.58,100.8,126.25,181.27,40.49,15.51,23.86,0
351,9.49,8.78,25.05,31.32,30.0,6.38,19.14,66.74,22.42,35.9,99.05,123.92,180.55,37.54,14.04,22.75,0
352,9.93,10.07,25.17,31.11,30.14,5.91,20.1,66.4,22.14,36.26,99.99,125.41,179.75,38.19,14.75,21.91,1
353,10.66,10.88,26.9,32.14,31.03,6.27,20.66,64.54,22.95,37.44,101.2,125.64,180.84,40.33,15.67,22.95,0
354,9.57,8.78,23.28,29.75,29.23,5.2,18.93,64.55,21.4,34.4,98.13,124.44,178.86,36.59,13.99,21.41,0
355,10.16,10.92,26.97,31.79,31.29,6.12,21.8,65.4,23.9,36.71,101.07,126.09,181.36,39.68,15.77,22.53,0
356,8.96,9.08,23.67,29.63,28.49,5.53,19.23,64.5,20.91,34.37,99.28,123.39,178.91,36.23,13.81,21.65,0
357,10.02,8.66,24.52,31.63,31.03,6.37,19.48,65.44,22.8,37.19,100.24,124.44,181.71,38.28,15.25,21.45,0
358,10.18,8.72,24.25,32.12,30.32,6.41,19.27,65.71,21.2,36.55,101.11,124.23,178.91,38.68,15.02,20.86,0
359,9.96,9.99,25.16,30.85,29.84,5.99,19.83,66.27,21.8,36.03,100.5,124.7,179.33,37.9,14.94,21.76,1
360,8.46,9.09,23.32,30.73,28.69,4.34,19.47,64.53,20.45,34.47,98.37,123.22,179.01,36.19,13.74,20.85,0
361,10.08,10.02,24.96,30.91,30.0,5.98,19.97,66.52,22.15,35.92,100.1,124.78,179.35,38.26,15.24,22.07,1
362,10.68,8.86,25.86,32.15,29.79,5.78,20.81,67.19,21.42,35.71,100.71,125.12,179.08,36.88,15.02,22.44,1
363,10.06,10.07,25.09,31.06,29.96,5.92,19.88,65.88,22.27,35.95,99.78,125.38,180.66,38.16,14.72,22.08,1
364,9.47,10.53,25.82,30.62,30.51,7.06,19.37,64.74,22.11,35.67,100.79,124.08,179.57,37.77,14.39,21.13,1
365,9.91,9.94,24.82,30.88,30.03,6.02,20.07,66.2,21.92,35.95,100.06,124.97,179.94,38.28,15.19,22.04,1
366,10.09,10.0,24.97,31.09,29.89,6.06,20.15,65.67,21.92,36.12,100.25,124.57,179.71,37.78,15.29,21.88,1
367,10.0,10.1,25.13,30.95,29.86,5.97,20.03,65.89,22.17,36.05,100.49,124.85,179.69,37.99,15.15,22.01,1
368,10.04,9.9,24.86,31.01,29.85,6.02,19.86,65.84,22.28,36.11,99.85,124.8,180.79,38.17,14.82,21.77,1
369,10.94,10.54,26.25,31.46,30.25,6.22,21.04,64.06,23.61,37.82,101.36,125.7,181.1,40.12,15.77,22.83,0
370,9.72,9.15,24.25,29.07,29.0,5.1,18.02,64.76,21.56,35.07,99.49,124.02,179.0,37.24,14.47,20.25,0
371,10.02,9.97,25.19,30.88,30.19,6.08,20.04,65.68,21.74,35.93,100.26,125.16,180.78,37.71,15.14,21.74,1
372,9.94,9.96,25.05,31.1,30.03,5.99,20.17,65.91,21.84,35.95,99.53,124.6,180.41,37.88,14.92,21.99,1
373,9.9,10.04,25.12,30.87,29.95,6.06,20.17,66.36,21.74,35.9,99.81,125.49,179.28,37.87,15.05,21.97,1
374,9.98,10.05,25.09,31.19,29.96,6.01,20.01,66.34,22.04,36.17,99.67,124.94,179.98,38.1,15.18,22.08,1
375,9.9,10.07,25.18,31.07,30.14,5.94,19.84,66.36,22.19,36.21,100.07,124.93,180.01,37.77,15.09,21.96,1
376,10.26,10.82,25.34,30.66,30.08,5.66,20.15,65.42,22.65,36.79,99.03,124.67,178.31,39.11,14.08,23.1,1
377,9.72,9.03,25.12,30.21,29.32,6.69,19.39,67.28,21.15,34.99,98.55,125.38,181.71,39.07,13.92,21.39,1
378,10.07,9.92,24.81,30.81,29.97,6.07,19.93,65.67,22.04,36.07,99.63,125.3,180.58,38.04,15.19,21.8,1
379,10.71,10.84,25.52,32.11,31.0,6.91,22.1,64.82,22.43,36.36,101.53,126.13,181.22,38.39,16.84,22.4,0
380,10.0,9.91,25.04,31.19,29.99,6.05,19.97,65.82,21.74,35.83,99.78,124.82,179.42,37.84,14.73,22.17,1
381,10.01,9.9,25.05,30.89,30.02,6.01,20.18,66.58,21.72,35.85,100.37,125.4,179.75,38.02,15.2,22.04,1
382,10.04,10.07,25.15,30.9,29.98,6.06,19.94,65.66,21.73,35.89,99.65,124.74,179.64,38.28,14.99,22.02,1
383,10.0,10.05,25.02,30.8,30.0,6.01,20.13,66.13,22.11,36.0,99.61,125.12,180.5,38.26,14.9,21.93,1
384,10.1,9.96,24.99,30.83,30.11,5.92,20.03,66.34,22.07,35.88,99.75,125.42,180.19,37.94,15.15,21.96,1
385,9.11,9.45,24.55,30.59,29.78,5.25,19.12,64.24,20.8,34.72,98.51,124.35,178.87,36.42,13.39,20.06,0
386,10.35,9.94,24.62,31.11,30.09,5.46,21.06,66.63,22.6,36.56,101.18,125.08,181.73,37.25,13.85,22.89,1
387,9.95,10.03,25.1,30.94,29.9,5.9,19.83,66.34,21.7,35.81,100.4,125.25,180.56,37.84,14.83,21.83,1
388,10.02,10.09,24.99,30.96,30.05,5.93,20.17,66.28,21.99,35.77,99.72,125.33,179.46,38.27,14.91,21.72,1
389,9.9,10.03,24.89,31.13,30.06,5.94,20.09,66.47,21.91,36.15,99.7,124.84,180.09,38.0,14.91,22.26,1
390,9.97,9.81,24.13,30.2,30.96,6.43,19.58,67.37,21.78,35.32,100.06,126.32,181.16,36.81,15.02,21.26,1
391,10.09,10.01,25.16,30.85,30.18,6.02,19.91,66.04,22.15,35.89,99.57,124.59,179.32,38.03,15.1,22.19,1
392,10.03,10.0,25.06,31.14,30.0,5.9,19.95,66.32,21.86,35.96,99.66,124.56,179.76,38.04,15.21,21.73,1
393,10.19,9.6,24.22,31.7,30.33,5.92,20.03,67.13,21.49,35.36,100.91,125.63,178.58,38.6,14.44,21.09,0
394,10.46,10.52,24.19,31.07,30.51,5.7,19.65,67.21,21.45,35.04,101.33,125.99,179.48,39.05,13.89,21.33,0
395,9.93,10.03,24.98,31.02,29.96,5.96,19.98,66.39,22.21,36.27,100.04,125.18,180.51,38.27,14.93,22.08,1
396,10.03,9.97,25.14,30.95,30.05,6.03,19.97,66.2,21.94,36.14,99.51,124.79,179.65,38.12,14.93,21.88,1
397,9.91,10.04,24.94,30.84,30.13,5.98,19.97,66.53,21.97,36.01,100.42,125.47,179.86,38.04,14.79,21.74,1
398,9.99,9.91,24.89,31.08,30.11,6.01,19.86,65.9,21.78,36.18,99.89,125.25,180.15,37.7,15.22,21.74,1
399,10.72,9.22,24.63,31.29,29.1,5.95,20.99,66.01,21.99,36.88,99.44,125.94,179.77,37.39,15.46,21.6,0
400,9.93,10.1,25.05,30.93,29.81,5.96,20.05,66.58,22.09,35.94,100.27,125.26,179.99,37.78,14.94,21.85,1
401,10.02,10.0,24.93,30.87,30.14,5.93,20.18,66.51,22.1,36.1,99.71,124.74,180.23,37.78,15.11,22.28,1
402,10.49,11.23,25.51,31.63,31.14,6.91,22.17,64.24,23.74,37.05,100.66,125.82,181.88,40.87,15.6,22.64,0
403,10.02,10.1,24.88,31.05,30.0,6.03,20.13,66.41,21.92,36.19,100.15,125.45,179.6,37.98,15.13,22.2,1
404,9.02,8.55,24.53,30.06,29.29,4.15,18.73,64.56,20.15,35.0,99.08,123.35,178.01,36.68,14.16,20.88,0
405,10.26,8.83,25.98,30.57,29.77,7.04,19.48,66.05,21.14,35.01,99.4,124.34,179.75,37.18,14.9,21.32,0
406,10.0,10.02,24.97,30.89,30.15,6.07,20.1,66.35,21.81,36.11,100.08,125.22,180.71,37.9,15.28,21.81,1
